date,store_id,product_id,stock_on_hand,reorder_point,stockout_days_this_week,stockout_today
2025-01-05,ST01,P024,8,16,0,False
2025-01-05,ST02,P024,7,16,0,False
2025-01-05,ST03,P024,14,16,0,False
2025-01-05,ST04,P024,26,16,0,False
2025-01-05,ST05,P024,14,16,0,False
2025-01-05,ST01,P025,19,12,0,False
2025-01-05,ST02,P025,18,12,0,False
2025-01-05,ST03,P025,0,12,0,False
2025-01-05,ST04,P025,37,12,0,False
2025-01-05,ST05,P025,14,12,0,False
2025-01-05,ST01,P026,27,16,0,False
2025-01-05,ST02,P026,35,16,0,False
2025-01-05,ST03,P026,13,16,0,False
2025-01-05,ST04,P026,20,16,0,False
2025-01-05,ST05,P026,37,16,0,False
2025-01-05,ST01,P027,13,8,0,False
2025-01-05,ST02,P027,3,8,0,False
2025-01-05,ST03,P027,6,8,0,False
2025-01-05,ST04,P027,32,8,0,False
2025-01-05,ST05,P027,14,8,0,False
2025-01-05,ST01,P028,12,14,0,False
2025-01-05,ST02,P028,0,14,4,True
2025-01-05,ST03,P028,12,14,0,False
2025-01-05,ST04,P028,18,14,0,False
2025-01-05,ST05,P028,15,14,0,False
2025-01-05,ST01,P029,42,16,0,False
2025-01-05,ST02,P029,30,16,0,False
2025-01-05,ST03,P029,41,16,0,False
2025-01-05,ST04,P029,41,16,0,False
2025-01-05,ST05,P029,23,16,0,False
2025-01-05,ST01,P030,12,14,0,False
2025-01-05,ST02,P030,55,14,0,False
2025-01-05,ST03,P030,28,14,0,False
2025-01-05,ST04,P030,40,14,0,False
2025-01-05,ST05,P030,20,14,0,False
2025-01-05,ST01,P031,12,12,0,False
2025-01-05,ST02,P031,27,12,0,False
2025-01-05,ST03,P031,12,12,0,False
2025-01-05,ST04,P031,13,12,0,False
2025-01-05,ST05,P031,24,12,0,False
2025-01-05,ST01,P032,39,8,0,False
2025-01-05,ST02,P032,31,8,0,False
2025-01-05,ST03,P032,12,8,0,False
2025-01-05,ST04,P032,13,8,0,False
2025-01-05,ST05,P032,37,8,0,False
2025-01-05,ST01,P033,31,13,0,False
2025-01-05,ST02,P033,12,13,0,False
2025-01-05,ST03,P033,13,13,0,False
2025-01-05,ST04,P033,13,13,0,False
2025-01-05,ST05,P033,28,13,0,False
2025-01-05,ST01,P034,22,9,0,False
2025-01-05,ST02,P034,19,9,0,False
2025-01-05,ST03,P034,20,9,0,False
2025-01-05,ST04,P034,26,9,0,False
2025-01-05,ST05,P034,16,9,0,False
2025-01-05,ST01,P035,31,13,0,False
2025-01-05,ST02,P035,17,13,0,False
2025-01-05,ST03,P035,33,13,0,False
2025-01-05,ST04,P035,26,13,0,False
2025-01-05,ST05,P035,23,13,0,False
2025-01-05,ST01,P036,31,11,0,False
2025-01-05,ST02,P036,14,11,0,False
2025-01-05,ST03,P036,26,11,0,False
2025-01-05,ST04,P036,21,11,0,False
2025-01-05,ST05,P036,29,11,0,False
2025-01-05,ST01,P037,26,7,0,False
2025-01-05,ST02,P037,23,7,0,False
2025-01-05,ST03,P037,7,7,0,False
2025-01-05,ST04,P037,17,7,0,False
2025-01-05,ST05,P037,9,7,0,False
2025-01-05,ST01,P038,23,9,0,False
2025-01-05,ST02,P038,9,9,0,False
2025-01-05,ST03,P038,24,9,0,False
2025-01-05,ST04,P038,12,9,0,False
2025-01-05,ST05,P038,10,9,0,False
2025-01-05,ST01,P039,15,10,0,False
2025-01-05,ST02,P039,20,10,0,False
2025-01-05,ST03,P039,36,10,0,False
2025-01-05,ST04,P039,33,10,0,False
2025-01-05,ST05,P039,20,10,0,False
2025-01-05,ST01,P040,27,14,0,False
2025-01-05,ST02,P040,28,14,0,False
2025-01-05,ST03,P040,25,14,0,False
2025-01-05,ST04,P040,17,14,0,False
2025-01-05,ST05,P040,12,14,0,False
2025-01-12,ST01,P001,20,16,0,False
2025-01-12,ST02,P001,20,16,0,False
2025-01-12,ST03,P001,30,16,0,False
2025-01-12,ST04,P001,30,16,0,False
2025-01-12,ST05,P001,15,16,0,False
2025-01-12,ST01,P002,16,12,0,False
2025-01-12,ST02,P002,34,12,0,False
2025-01-12,ST03,P002,35,12,0,False
2025-01-12,ST04,P002,7,12,0,False
2025-01-12,ST05,P002,28,12,1,True
2025-01-12,ST01,P003,10,13,0,False
2025-01-12,ST02,P003,10,13,0,False
2025-01-12,ST03,P003,10,13,0,False
2025-01-12,ST04,P003,22,13,0,False
2025-01-12,ST05,P003,14,13,0,False
2025-01-12,ST01,P004,22,11,1,True
2025-01-12,ST02,P004,0,11,5,True
2025-01-12,ST03,P004,8,11,0,False
2025-01-12,ST04,P004,25,11,0,False
2025-01-12,ST05,P004,0,11,1,True
2025-01-12,ST01,P005,29,11,0,False
2025-01-12,ST02,P005,3,11,0,False
2025-01-12,ST03,P005,24,11,0,False
2025-01-12,ST04,P005,29,11,0,False
2025-01-12,ST05,P005,36,11,0,False
2025-01-12,ST01,P006,60,15,0,False
2025-01-12,ST02,P006,12,15,0,False
2025-01-12,ST03,P006,27,15,0,False
2025-01-12,ST04,P006,38,15,0,False
2025-01-12,ST05,P006,25,15,0,False
2025-01-12,ST01,P007,0,8,4,True
2025-01-12,ST02,P007,0,8,4,True
2025-01-12,ST03,P007,17,8,0,False
2025-01-12,ST04,P007,38,8,0,False
2025-01-12,ST05,P007,27,8,0,False
2025-01-12,ST01,P008,11,8,0,False
2025-01-12,ST02,P008,5,8,0,False
2025-01-12,ST03,P008,4,8,0,False
2025-01-12,ST04,P008,17,8,0,False
2025-01-12,ST05,P008,15,8,0,False
2025-01-12,ST01,P009,28,14,0,False
2025-01-12,ST02,P009,23,14,0,False
2025-01-12,ST03,P009,25,14,0,False
2025-01-12,ST04,P009,15,14,0,False
2025-01-12,ST05,P009,47,14,0,False
2025-01-12,ST01,P010,15,7,0,False
2025-01-12,ST02,P010,16,7,0,False
2025-01-12,ST03,P010,11,7,0,False
2025-01-12,ST04,P010,41,7,0,False
2025-01-12,ST05,P010,14,7,0,False
2025-01-12,ST01,P011,21,13,0,False
2025-01-12,ST02,P011,33,13,0,False
2025-01-12,ST03,P011,34,13,0,False
2025-01-12,ST04,P011,40,13,0,False
2025-01-12,ST05,P011,29,13,0,False
2025-01-12,ST01,P012,23,7,1,True
2025-01-12,ST02,P012,0,7,2,True
2025-01-12,ST03,P012,27,7,2,True
2025-01-12,ST04,P012,7,7,0,False
2025-01-12,ST05,P012,26,7,0,False
2025-01-12,ST01,P013,21,7,0,False
2025-01-12,ST02,P013,4,7,0,False
2025-01-12,ST03,P013,31,7,0,False
2025-01-12,ST04,P013,14,7,0,False
2025-01-12,ST05,P013,15,7,0,False
2025-01-12,ST01,P014,35,13,4,True
2025-01-12,ST02,P014,1,13,0,False
2025-01-12,ST03,P014,8,13,0,False
2025-01-12,ST04,P014,10,13,0,False
2025-01-12,ST05,P014,14,13,0,False
2025-01-12,ST01,P015,13,7,0,False
2025-01-12,ST02,P015,20,7,0,False
2025-01-12,ST03,P015,6,7,0,False
2025-01-12,ST04,P015,8,7,0,False
2025-01-12,ST05,P015,23,7,0,False
2025-01-12,ST01,P016,27,14,0,False
2025-01-12,ST02,P016,12,14,0,False
2025-01-12,ST03,P016,14,14,0,False
2025-01-12,ST04,P016,31,14,0,False
2025-01-12,ST05,P016,2,14,0,False
2025-01-12,ST01,P017,0,13,5,True
2025-01-12,ST02,P017,0,13,3,True
2025-01-12,ST03,P017,0,13,1,True
2025-01-12,ST04,P017,13,13,0,False
2025-01-12,ST05,P017,0,13,6,True
2025-01-12,ST01,P018,14,8,0,False
2025-01-12,ST02,P018,18,8,0,False
2025-01-12,ST03,P018,21,8,0,False
2025-01-12,ST04,P018,17,8,0,False
2025-01-12,ST05,P018,44,8,0,False
2025-01-12,ST01,P019,16,15,0,False
2025-01-12,ST02,P019,37,15,0,False
2025-01-12,ST03,P019,31,15,0,False
2025-01-12,ST04,P019,39,15,0,False
2025-01-12,ST05,P019,38,15,0,False
2025-01-12,ST01,P020,38,13,0,False
2025-01-12,ST02,P020,25,13,0,False
2025-01-12,ST03,P020,10,13,0,False
2025-01-12,ST04,P020,16,13,0,False
2025-01-12,ST05,P020,13,13,0,False
2025-01-12,ST01,P021,26,13,0,False
2025-01-12,ST02,P021,23,13,0,False
2025-01-12,ST03,P021,43,13,0,False
2025-01-12,ST04,P021,7,13,0,False
2025-01-12,ST05,P021,27,13,0,False
2025-01-12,ST01,P022,11,8,2,True
2025-01-12,ST02,P022,0,8,0,False
2025-01-12,ST03,P022,14,8,0,False
2025-01-12,ST04,P022,7,8,0,False
2025-01-12,ST05,P022,25,8,0,False
2025-01-12,ST01,P023,5,6,0,False
2025-01-12,ST02,P023,24,6,2,True
2025-01-12,ST03,P023,16,6,2,True
2025-01-12,ST04,P023,24,6,0,False
2025-01-12,ST05,P023,0,6,1,True
2025-01-12,ST01,P024,16,16,1,True
2025-01-12,ST02,P024,21,16,0,False
2025-01-12,ST03,P024,31,16,0,False
2025-01-12,ST04,P024,18,16,0,False
2025-01-12,ST05,P024,22,16,2,True
2025-01-12,ST01,P025,11,12,0,False
2025-01-12,ST02,P025,13,12,0,False
2025-01-12,ST03,P025,0,12,6,True
2025-01-12,ST04,P025,33,12,0,False
2025-01-12,ST05,P025,6,12,0,False
2025-01-12,ST01,P026,18,16,0,False
2025-01-12,ST02,P026,31,16,0,False
2025-01-12,ST03,P026,7,16,0,False
2025-01-12,ST04,P026,17,16,0,False
2025-01-12,ST05,P026,34,16,0,False
2025-01-12,ST01,P027,1,8,0,False
2025-01-12,ST02,P027,46,8,2,True
2025-01-12,ST03,P027,46,8,0,False
2025-01-12,ST04,P027,26,8,0,False
2025-01-12,ST05,P027,1,8,0,False
2025-01-12,ST01,P028,0,14,4,True
2025-01-12,ST02,P028,30,14,5,True
2025-01-12,ST03,P028,1,14,0,False
2025-01-12,ST04,P028,10,14,0,False
2025-01-12,ST05,P028,0,14,0,False
2025-01-12,ST01,P029,38,16,0,False
2025-01-12,ST02,P029,30,16,0,False
2025-01-12,ST03,P029,37,16,0,False
2025-01-12,ST04,P029,41,16,0,False
2025-01-12,ST05,P029,22,16,0,False
2025-01-12,ST01,P030,56,14,0,False
2025-01-12,ST02,P030,50,14,0,False
2025-01-12,ST03,P030,22,14,0,False
2025-01-12,ST04,P030,34,14,0,False
2025-01-12,ST05,P030,14,14,0,False
2025-01-12,ST01,P031,39,12,0,False
2025-01-12,ST02,P031,26,12,0,False
2025-01-12,ST03,P031,42,12,0,False
2025-01-12,ST04,P031,13,12,0,False
2025-01-12,ST05,P031,23,12,0,False
2025-01-12,ST01,P032,37,8,0,False
2025-01-12,ST02,P032,31,8,0,False
2025-01-12,ST03,P032,12,8,0,False
2025-01-12,ST04,P032,13,8,0,False
2025-01-12,ST05,P032,33,8,0,False
2025-01-12,ST01,P033,30,13,0,False
2025-01-12,ST02,P033,72,13,0,False
2025-01-12,ST03,P033,12,13,0,False
2025-01-12,ST04,P033,8,13,0,False
2025-01-12,ST05,P033,25,13,0,False
2025-01-12,ST01,P034,18,9,0,False
2025-01-12,ST02,P034,17,9,0,False
2025-01-12,ST03,P034,13,9,0,False
2025-01-12,ST04,P034,23,9,0,False
2025-01-12,ST05,P034,6,9,0,False
2025-01-12,ST01,P035,19,13,0,False
2025-01-12,ST02,P035,0,13,1,True
2025-01-12,ST03,P035,28,13,0,False
2025-01-12,ST04,P035,12,13,0,False
2025-01-12,ST05,P035,13,13,0,False
2025-01-12,ST01,P036,27,11,0,False
2025-01-12,ST02,P036,13,11,0,False
2025-01-12,ST03,P036,23,11,0,False
2025-01-12,ST04,P036,18,11,0,False
2025-01-12,ST05,P036,28,11,0,False
2025-01-12,ST01,P037,19,7,0,False
2025-01-12,ST02,P037,17,7,0,False
2025-01-12,ST03,P037,69,7,0,False
2025-01-12,ST04,P037,17,7,0,False
2025-01-12,ST05,P037,5,7,0,False
2025-01-12,ST01,P038,22,9,0,False
2025-01-12,ST02,P038,44,9,0,False
2025-01-12,ST03,P038,23,9,0,False
2025-01-12,ST04,P038,12,9,0,False
2025-01-12,ST05,P038,6,9,0,False
2025-01-12,ST01,P039,14,10,0,False
2025-01-12,ST02,P039,20,10,0,False
2025-01-12,ST03,P039,36,10,0,False
2025-01-12,ST04,P039,32,10,0,False
2025-01-12,ST05,P039,16,10,0,False
2025-01-12,ST01,P040,25,14,0,False
2025-01-12,ST02,P040,27,14,0,False
2025-01-12,ST03,P040,25,14,0,False
2025-01-12,ST04,P040,16,14,0,False
2025-01-12,ST05,P040,10,14,0,False
2025-01-19,ST01,P001,15,16,0,False
2025-01-19,ST02,P001,18,16,0,False
2025-01-19,ST03,P001,28,16,0,False
2025-01-19,ST04,P001,28,16,0,False
2025-01-19,ST05,P001,9,16,0,False
2025-01-19,ST01,P002,0,12,0,False
2025-01-19,ST02,P002,28,12,0,False
2025-01-19,ST03,P002,32,12,0,False
2025-01-19,ST04,P002,39,12,0,False
2025-01-19,ST05,P002,9,12,0,False
2025-01-19,ST01,P003,8,13,0,False
2025-01-19,ST02,P003,37,13,0,False
2025-01-19,ST03,P003,7,13,0,False
2025-01-19,ST04,P003,18,13,0,False
2025-01-19,ST05,P003,10,13,0,False
2025-01-19,ST01,P004,0,11,1,True
2025-01-19,ST02,P004,19,11,3,True
2025-01-19,ST03,P004,1,11,0,False
2025-01-19,ST04,P004,22,11,0,False
2025-01-19,ST05,P004,8,11,0,False
2025-01-19,ST01,P005,21,11,0,False
2025-01-19,ST02,P005,68,11,0,False
2025-01-19,ST03,P005,22,11,0,False
2025-01-19,ST04,P005,23,11,0,False
2025-01-19,ST05,P005,25,11,0,False
2025-01-19,ST01,P006,57,15,0,False
2025-01-19,ST02,P006,11,15,0,False
2025-01-19,ST03,P006,25,15,0,False
2025-01-19,ST04,P006,36,15,0,False
2025-01-19,ST05,P006,22,15,0,False
2025-01-19,ST01,P007,66,8,4,True
2025-01-19,ST02,P007,53,8,0,False
2025-01-19,ST03,P007,0,8,0,False
2025-01-19,ST04,P007,32,8,0,False
2025-01-19,ST05,P007,20,8,0,False
2025-01-19,ST01,P008,8,8,0,False
2025-01-19,ST02,P008,3,8,0,False
2025-01-19,ST03,P008,2,8,0,False
2025-01-19,ST04,P008,14,8,0,False
2025-01-19,ST05,P008,6,8,0,False
2025-01-19,ST01,P009,21,14,0,False
2025-01-19,ST02,P009,19,14,0,False
2025-01-19,ST03,P009,21,14,0,False
2025-01-19,ST04,P009,13,14,0,False
2025-01-19,ST05,P009,40,14,0,False
2025-01-19,ST01,P010,12,7,0,False
2025-01-19,ST02,P010,10,7,0,False
2025-01-19,ST03,P010,4,7,0,False
2025-01-19,ST04,P010,37,7,0,False
2025-01-19,ST05,P010,7,7,0,False
2025-01-19,ST01,P011,15,13,0,False
2025-01-19,ST02,P011,22,13,0,False
2025-01-19,ST03,P011,23,13,0,False
2025-01-19,ST04,P011,33,13,0,False
2025-01-19,ST05,P011,18,13,0,False
2025-01-19,ST01,P012,6,7,0,False
2025-01-19,ST02,P012,22,7,2,True
2025-01-19,ST03,P012,18,7,0,False
2025-01-19,ST04,P012,4,7,0,False
2025-01-19,ST05,P012,14,7,0,False
2025-01-19,ST01,P013,20,7,0,False
2025-01-19,ST02,P013,53,7,0,False
2025-01-19,ST03,P013,29,7,0,False
2025-01-19,ST04,P013,13,7,0,False
2025-01-19,ST05,P013,15,7,0,False
2025-01-19,ST01,P014,24,13,0,False
2025-01-19,ST02,P014,25,13,0,False
2025-01-19,ST03,P014,37,13,1,True
2025-01-19,ST04,P014,48,13,0,False
2025-01-19,ST05,P014,0,13,2,True
2025-01-19,ST01,P015,3,7,0,False
2025-01-19,ST02,P015,13,7,0,False
2025-01-19,ST03,P015,51,7,0,False
2025-01-19,ST04,P015,5,7,0,False
2025-01-19,ST05,P015,20,7,0,False
2025-01-19,ST01,P016,19,14,0,False
2025-01-19,ST02,P016,5,14,0,False
2025-01-19,ST03,P016,9,14,0,False
2025-01-19,ST04,P016,30,14,0,False
2025-01-19,ST05,P016,0,14,4,True
2025-01-19,ST01,P017,12,13,0,False
2025-01-19,ST02,P017,18,13,3,True
2025-01-19,ST03,P017,13,13,2,True
2025-01-19,ST04,P017,32,13,0,False
2025-01-19,ST05,P017,14,13,1,True
2025-01-19,ST01,P018,9,8,0,False
2025-01-19,ST02,P018,16,8,0,False
2025-01-19,ST03,P018,18,8,0,False
2025-01-19,ST04,P018,16,8,0,False
2025-01-19,ST05,P018,43,8,0,False
2025-01-19,ST01,P019,74,15,0,False
2025-01-19,ST02,P019,35,15,0,False
2025-01-19,ST03,P019,27,15,0,False
2025-01-19,ST04,P019,37,15,0,False
2025-01-19,ST05,P019,33,15,0,False
2025-01-19,ST01,P020,21,13,0,False
2025-01-19,ST02,P020,17,13,0,False
2025-01-19,ST03,P020,43,13,0,False
2025-01-19,ST04,P020,12,13,0,False
2025-01-19,ST05,P020,39,13,0,False
2025-01-19,ST01,P021,19,13,0,False
2025-01-19,ST02,P021,12,13,0,False
2025-01-19,ST03,P021,37,13,0,False
2025-01-19,ST04,P021,66,13,0,False
2025-01-19,ST05,P021,23,13,0,False
2025-01-19,ST01,P022,0,8,2,True
2025-01-19,ST02,P022,0,8,6,True
2025-01-19,ST03,P022,1,8,0,False
2025-01-19,ST04,P022,23,8,0,False
2025-01-19,ST05,P022,0,8,0,False
2025-01-19,ST01,P023,21,6,3,True
2025-01-19,ST02,P023,4,6,0,False
2025-01-19,ST03,P023,11,6,0,False
2025-01-19,ST04,P023,21,6,0,False
2025-01-19,ST05,P023,0,6,2,True
2025-01-19,ST01,P024,26,16,0,False
2025-01-19,ST02,P024,0,16,1,True
2025-01-19,ST03,P024,8,16,0,False
2025-01-19,ST04,P024,36,16,0,False
2025-01-19,ST05,P024,9,16,0,False
2025-01-19,ST01,P025,10,12,0,False
2025-01-19,ST02,P025,6,12,0,False
2025-01-19,ST03,P025,52,12,0,False
2025-01-19,ST04,P025,29,12,0,False
2025-01-19,ST05,P025,57,12,0,False
2025-01-19,ST01,P026,13,16,0,False
2025-01-19,ST02,P026,25,16,0,False
2025-01-19,ST03,P026,53,16,0,False
2025-01-19,ST04,P026,13,16,0,False
2025-01-19,ST05,P026,29,16,0,False
2025-01-19,ST01,P027,0,8,5,True
2025-01-19,ST02,P027,41,8,0,False
2025-01-19,ST03,P027,38,8,0,False
2025-01-19,ST04,P027,19,8,0,False
2025-01-19,ST05,P027,44,8,1,True
2025-01-19,ST01,P028,19,14,2,True
2025-01-19,ST02,P028,4,14,0,False
2025-01-19,ST03,P028,17,14,0,False
2025-01-19,ST04,P028,0,14,0,False
2025-01-19,ST05,P028,21,14,3,True
2025-01-19,ST01,P029,35,16,0,False
2025-01-19,ST02,P029,29,16,0,False
2025-01-19,ST03,P029,33,16,0,False
2025-01-19,ST04,P029,39,16,0,False
2025-01-19,ST05,P029,19,16,0,False
2025-01-19,ST01,P030,47,14,0,False
2025-01-19,ST02,P030,45,14,0,False
2025-01-19,ST03,P030,17,14,0,False
2025-01-19,ST04,P030,30,14,0,False
2025-01-19,ST05,P030,59,14,0,False
2025-01-19,ST01,P031,39,12,0,False
2025-01-19,ST02,P031,26,12,0,False
2025-01-19,ST03,P031,41,12,0,False
2025-01-19,ST04,P031,11,12,0,False
2025-01-19,ST05,P031,22,12,0,False
2025-01-19,ST01,P032,37,8,0,False
2025-01-19,ST02,P032,31,8,0,False
2025-01-19,ST03,P032,11,8,0,False
2025-01-19,ST04,P032,13,8,0,False
2025-01-19,ST05,P032,33,8,0,False
2025-01-19,ST01,P033,29,13,0,False
2025-01-19,ST02,P033,69,13,0,False
2025-01-19,ST03,P033,74,13,0,False
2025-01-19,ST04,P033,69,13,0,False
2025-01-19,ST05,P033,20,13,0,False
2025-01-19,ST01,P034,6,9,0,False
2025-01-19,ST02,P034,10,9,0,False
2025-01-19,ST03,P034,9,9,0,False
2025-01-19,ST04,P034,21,9,0,False
2025-01-19,ST05,P034,29,9,0,False
2025-01-19,ST01,P035,10,13,0,False
2025-01-19,ST02,P035,38,13,1,True
2025-01-19,ST03,P035,23,13,0,False
2025-01-19,ST04,P035,49,13,0,False
2025-01-19,ST05,P035,42,13,0,False
2025-01-19,ST01,P036,25,11,0,False
2025-01-19,ST02,P036,13,11,0,False
2025-01-19,ST03,P036,21,11,0,False
2025-01-19,ST04,P036,16,11,0,False
2025-01-19,ST05,P036,27,11,0,False
2025-01-19,ST01,P037,16,7,0,False
2025-01-19,ST02,P037,17,7,0,False
2025-01-19,ST03,P037,66,7,0,False
2025-01-19,ST04,P037,17,7,0,False
2025-01-19,ST05,P037,70,7,0,False
2025-01-19,ST01,P038,19,9,0,False
2025-01-19,ST02,P038,43,9,0,False
2025-01-19,ST03,P038,21,9,0,False
2025-01-19,ST04,P038,11,9,0,False
2025-01-19,ST05,P038,40,9,0,False
2025-01-19,ST01,P039,13,10,0,False
2025-01-19,ST02,P039,19,10,0,False
2025-01-19,ST03,P039,35,10,0,False
2025-01-19,ST04,P039,31,10,0,False
2025-01-19,ST05,P039,15,10,0,False
2025-01-19,ST01,P040,25,14,0,False
2025-01-19,ST02,P040,25,14,0,False
2025-01-19,ST03,P040,24,14,0,False
2025-01-19,ST04,P040,15,14,0,False
2025-01-19,ST05,P040,35,14,0,False
2025-01-26,ST01,P001,10,16,0,False
2025-01-26,ST02,P001,14,16,0,False
2025-01-26,ST03,P001,25,16,0,False
2025-01-26,ST04,P001,25,16,0,False
2025-01-26,ST05,P001,31,16,0,False
2025-01-26,ST01,P002,11,12,1,True
2025-01-26,ST02,P002,17,12,0,False
2025-01-26,ST03,P002,25,12,0,False
2025-01-26,ST04,P002,36,12,0,False
2025-01-26,ST05,P002,37,12,0,False
2025-01-26,ST01,P003,28,13,0,False
2025-01-26,ST02,P003,35,13,0,False
2025-01-26,ST03,P003,28,13,0,False
2025-01-26,ST04,P003,16,13,0,False
2025-01-26,ST05,P003,5,13,0,False
2025-01-26,ST01,P004,23,11,6,True
2025-01-26,ST02,P004,3,11,0,False
2025-01-26,ST03,P004,10,11,0,False
2025-01-26,ST04,P004,15,11,0,False
2025-01-26,ST05,P004,0,11,3,True
2025-01-26,ST01,P005,4,11,0,False
2025-01-26,ST02,P005,66,11,0,False
2025-01-26,ST03,P005,11,11,0,False
2025-01-26,ST04,P005,17,11,0,False
2025-01-26,ST05,P005,13,11,0,False
2025-01-26,ST01,P006,50,15,0,False
2025-01-26,ST02,P006,10,15,0,False
2025-01-26,ST03,P006,23,15,0,False
2025-01-26,ST04,P006,36,15,0,False
2025-01-26,ST05,P006,15,15,0,False
2025-01-26,ST01,P007,51,8,0,False
2025-01-26,ST02,P007,43,8,0,False
