sale_id,date,store_id,product_id,quantity_sold,unit_price,discount_pct,total_amount
SL0000086,2025-01-01,ST05,P040,1,355.4,0.0,355.4
SL0000087,2025-01-02,ST02,P001,1,189.35,0.0,189.35
SL0000088,2025-01-02,ST03,P001,1,189.35,0.0,189.35
SL0000089,2025-01-02,ST04,P001,1,189.35,0.0,189.35
SL0000090,2025-01-02,ST01,P002,1,231.35,0.0,231.35
SL0000091,2025-01-02,ST02,P002,4,231.35,0.0,925.4
SL0000092,2025-01-02,ST03,P002,1,231.35,0.0,231.35
SL0000093,2025-01-02,ST05,P002,3,231.35,0.0,694.05
SL0000094,2025-01-02,ST03,P003,1,346.79,0.0,346.79
SL0000095,2025-01-02,ST05,P003,1,346.79,0.0,346.79
SL0000096,2025-01-02,ST01,P004,1,422.17,0.1,379.95
SL0000097,2025-01-02,ST02,P004,4,422.17,0.0,1688.68
SL0000098,2025-01-02,ST05,P004,2,422.17,0.0,844.34
SL0000099,2025-01-02,ST01,P005,2,83.01,0.1,149.42
SL0000100,2025-01-02,ST02,P005,3,83.01,0.0,249.03
SL0000101,2025-01-02,ST03,P005,1,83.01,0.0,83.01
SL0000102,2025-01-02,ST04,P005,2,83.01,0.0,166.02
SL0000103,2025-01-02,ST02,P006,1,135.12,0.0,135.12
SL0000104,2025-01-02,ST01,P007,1,152.45,0.0,152.45
SL0000105,2025-01-02,ST02,P007,1,152.45,0.0,152.45
SL0000106,2025-01-02,ST04,P007,1,152.45,0.0,152.45
SL0000107,2025-01-02,ST03,P008,2,188.95,0.0,377.9
SL0000108,2025-01-02,ST05,P008,3,188.95,0.0,566.85
SL0000109,2025-01-02,ST05,P009,1,145.99,0.15,124.09
SL0000110,2025-01-02,ST04,P010,1,128.04,0.1,115.24
SL0000111,2025-01-02,ST01,P011,11,151.69,0.0,1668.59
SL0000112,2025-01-02,ST02,P011,2,151.69,0.0,303.38
SL0000113,2025-01-02,ST03,P011,1,151.69,0.0,151.69
SL0000114,2025-01-02,ST01,P012,1,125.68,0.0,125.68
SL0000115,2025-01-02,ST02,P012,1,125.68,0.0,125.68
SL0000116,2025-01-02,ST03,P012,3,125.68,0.0,377.04
SL0000117,2025-01-02,ST03,P013,1,180.45,0.0,180.45
SL0000118,2025-01-02,ST01,P014,1,419.58,0.0,419.58
SL0000119,2025-01-02,ST02,P014,2,419.58,0.15,713.29
SL0000120,2025-01-02,ST03,P014,6,419.58,0.1,2265.73
SL0000121,2025-01-02,ST04,P014,1,419.58,0.0,419.58
SL0000122,2025-01-02,ST05,P014,1,419.58,0.0,419.58
SL0000123,2025-01-02,ST04,P015,1,38.69,0.0,38.69
SL0000124,2025-01-02,ST05,P015,1,38.69,0.2,30.95
SL0000125,2025-01-02,ST01,P016,1,384.31,0.0,384.31
SL0000126,2025-01-02,ST03,P016,1,384.31,0.0,384.31
SL0000127,2025-01-02,ST05,P016,2,384.31,0.1,691.76
SL0000128,2025-01-02,ST01,P017,2,63.29,0.1,113.92
SL0000129,2025-01-02,ST02,P017,1,63.29,0.0,63.29
SL0000130,2025-01-02,ST04,P017,2,63.29,0.0,126.58
SL0000131,2025-01-02,ST01,P018,1,102.27,0.1,92.04
SL0000132,2025-01-02,ST01,P019,1,319.37,0.0,319.37
SL0000133,2025-01-02,ST03,P019,1,319.37,0.0,319.37
SL0000134,2025-01-02,ST02,P020,1,77.4,0.0,77.4
SL0000135,2025-01-02,ST05,P020,2,77.4,0.1,139.32
SL0000136,2025-01-02,ST03,P021,1,56.27,0.0,56.27
SL0000137,2025-01-02,ST04,P021,1,56.27,0.0,56.27
SL0000138,2025-01-02,ST02,P022,2,211.96,0.0,423.92
SL0000139,2025-01-02,ST03,P022,1,211.96,0.0,211.96
SL0000140,2025-01-02,ST04,P022,2,211.96,0.0,423.92
SL0000141,2025-01-02,ST01,P023,2,74.49,0.2,119.18
SL0000142,2025-01-02,ST03,P023,3,74.49,0.0,223.47
SL0000143,2025-01-02,ST04,P023,2,74.49,0.0,148.98
SL0000144,2025-01-02,ST01,P024,4,97.74,0.0,390.96
SL0000145,2025-01-02,ST02,P024,6,97.74,0.1,527.8
SL0000146,2025-01-02,ST03,P024,3,97.74,0.0,293.22
SL0000147,2025-01-02,ST04,P024,2,97.74,0.0,195.48
SL0000148,2025-01-02,ST05,P024,9,97.74,0.0,879.66
SL0000149,2025-01-02,ST01,P025,3,28.92,0.0,86.76
SL0000150,2025-01-02,ST05,P025,2,28.92,0.0,57.84
SL0000151,2025-01-02,ST01,P026,1,309.01,0.15,262.66
SL0000152,2025-01-02,ST05,P026,1,309.01,0.15,262.66
SL0000153,2025-01-02,ST01,P027,1,374.73,0.0,374.73
SL0000154,2025-01-02,ST02,P027,2,374.73,0.0,749.46
SL0000155,2025-01-02,ST03,P027,1,374.73,0.0,374.73
SL0000156,2025-01-02,ST04,P027,1,374.73,0.0,374.73
SL0000157,2025-01-02,ST02,P028,8,402.15,0.0,3217.2
SL0000158,2025-01-02,ST03,P028,4,402.15,0.0,1608.6
SL0000159,2025-01-02,ST05,P028,2,402.15,0.0,804.3
SL0000160,2025-01-02,ST03,P030,1,114.88,0.0,114.88
SL0000161,2025-01-02,ST04,P030,1,114.88,0.0,114.88
SL0000162,2025-01-02,ST01,P033,2,96.03,0.0,192.06
SL0000163,2025-01-02,ST04,P033,1,96.03,0.0,96.03
SL0000164,2025-01-02,ST05,P033,1,96.03,0.0,96.03
SL0000165,2025-01-02,ST03,P034,2,186.14,0.0,372.28
SL0000166,2025-01-02,ST03,P035,1,235.26,0.15,199.97
SL0000167,2025-01-02,ST05,P035,1,235.26,0.0,235.26
SL0000168,2025-01-02,ST05,P036,1,241.71,0.0,241.71
SL0000169,2025-01-02,ST01,P038,1,332.44,0.15,282.57
SL0000170,2025-01-03,ST02,P001,1,189.35,0.0,189.35
SL0000171,2025-01-03,ST05,P001,2,189.35,0.0,378.7
SL0000172,2025-01-03,ST01,P002,2,231.35,0.0,462.7
SL0000173,2025-01-03,ST02,P002,1,231.35,0.0,231.35
SL0000174,2025-01-03,ST03,P002,3,231.35,0.0,694.05
SL0000175,2025-01-03,ST04,P002,1,231.35,0.0,231.35
SL0000176,2025-01-03,ST05,P002,5,231.35,0.1,1041.08
SL0000177,2025-01-03,ST01,P003,1,346.79,0.0,346.79
SL0000178,2025-01-03,ST05,P003,1,346.79,0.0,346.79
SL0000179,2025-01-03,ST01,P004,3,422.17,0.0,1266.51
SL0000180,2025-01-03,ST02,P004,1,422.17,0.0,422.17
SL0000181,2025-01-03,ST04,P004,1,422.17,0.0,422.17
SL0000182,2025-01-03,ST05,P004,2,422.17,0.0,844.34
SL0000183,2025-01-03,ST01,P005,5,83.01,0.0,415.05
SL0000184,2025-01-03,ST02,P005,1,83.01,0.0,83.01
SL0000185,2025-01-03,ST03,P005,1,83.01,0.2,66.41
SL0000186,2025-01-03,ST01,P006,3,135.12,0.0,405.36
SL0000187,2025-01-03,ST05,P006,1,135.12,0.0,135.12
SL0000188,2025-01-03,ST01,P007,1,152.45,0.0,152.45
SL0000189,2025-01-03,ST02,P007,2,152.45,0.2,243.92
SL0000190,2025-01-03,ST03,P007,1,152.45,0.0,152.45
SL0000191,2025-01-03,ST05,P007,2,152.45,0.0,304.9
SL0000192,2025-01-03,ST01,P008,1,188.95,0.0,188.95
SL0000193,2025-01-03,ST01,P009,2,145.99,0.0,291.98
SL0000194,2025-01-03,ST03,P009,1,145.99,0.0,145.99
SL0000195,2025-01-03,ST04,P009,1,145.99,0.1,131.39
SL0000196,2025-01-03,ST01,P010,1,128.04,0.0,128.04
SL0000197,2025-01-03,ST02,P010,1,128.04,0.0,128.04
SL0000198,2025-01-03,ST03,P010,1,128.04,0.0,128.04
SL0000199,2025-01-03,ST05,P010,2,128.04,0.0,256.08
SL0000200,2025-01-03,ST01,P011,1,151.69,0.0,151.69
SL0000201,2025-01-03,ST02,P011,1,151.69,0.0,151.69
SL0000202,2025-01-03,ST01,P012,3,125.68,0.0,377.04
SL0000203,2025-01-03,ST02,P012,1,125.68,0.0,125.68
SL0000204,2025-01-03,ST03,P012,1,125.68,0.0,125.68
SL0000205,2025-01-03,ST05,P012,2,125.68,0.0,251.36
SL0000206,2025-01-03,ST01,P014,2,419.58,0.0,839.16
SL0000207,2025-01-03,ST02,P014,3,419.58,0.0,1258.74
SL0000208,2025-01-03,ST04,P014,1,419.58,0.0,419.58
SL0000209,2025-01-03,ST05,P014,1,419.58,0.1,377.62
SL0000210,2025-01-03,ST03,P015,2,38.69,0.0,77.38
SL0000211,2025-01-03,ST04,P015,2,38.69,0.0,77.38
SL0000212,2025-01-03,ST01,P016,2,384.31,0.0,768.62
SL0000213,2025-01-03,ST02,P016,4,384.31,0.0,1537.24
SL0000214,2025-01-03,ST04,P016,1,384.31,0.0,384.31
SL0000215,2025-01-03,ST05,P016,1,384.31,0.0,384.31
SL0000216,2025-01-03,ST01,P017,2,63.29,0.0,126.58
SL0000217,2025-01-03,ST02,P017,3,63.29,0.2,151.9
SL0000218,2025-01-03,ST03,P017,1,63.29,0.0,63.29
SL0000219,2025-01-03,ST04,P017,2,63.29,0.0,126.58
SL0000220,2025-01-03,ST05,P017,1,63.29,0.0,63.29
SL0000221,2025-01-03,ST01,P018,1,102.27,0.0,102.27
SL0000222,2025-01-03,ST02,P018,1,102.27,0.0,102.27
SL0000223,2025-01-03,ST03,P018,1,102.27,0.0,102.27
SL0000224,2025-01-03,ST05,P018,1,102.27,0.0,102.27
SL0000225,2025-01-03,ST02,P019,2,319.37,0.0,638.74
SL0000226,2025-01-03,ST05,P019,1,319.37,0.0,319.37
SL0000227,2025-01-03,ST01,P020,2,77.4,0.0,154.8
SL0000228,2025-01-03,ST05,P021,1,56.27,0.1,50.64
SL0000229,2025-01-03,ST01,P022,2,211.96,0.0,423.92
SL0000230,2025-01-03,ST02,P022,1,211.96,0.0,211.96
SL0000231,2025-01-03,ST04,P022,2,211.96,0.0,423.92
SL0000232,2025-01-03,ST05,P022,1,211.96,0.0,211.96
SL0000233,2025-01-03,ST01,P023,2,74.49,0.0,148.98
SL0000234,2025-01-03,ST02,P023,2,74.49,0.0,148.98
SL0000235,2025-01-03,ST05,P023,2,74.49,0.15,126.63
SL0000236,2025-01-03,ST01,P024,8,97.74,0.0,781.92
SL0000237,2025-01-03,ST02,P024,2,97.74,0.1,175.93
SL0000238,2025-01-03,ST03,P024,2,97.74,0.0,195.48
SL0000239,2025-01-03,ST04,P024,3,97.74,0.0,293.22
SL0000240,2025-01-03,ST05,P024,1,97.74,0.0,97.74
SL0000241,2025-01-03,ST01,P025,2,28.92,0.0,57.84
SL0000242,2025-01-03,ST02,P025,1,28.92,0.0,28.92
SL0000243,2025-01-03,ST03,P025,5,28.92,0.1,130.14
SL0000244,2025-01-03,ST05,P025,1,28.92,0.0,28.92
SL0000245,2025-01-03,ST02,P026,1,309.01,0.0,309.01
SL0000246,2025-01-03,ST05,P026,5,309.01,0.0,1545.05
SL0000247,2025-01-03,ST01,P027,2,374.73,0.0,749.46
SL0000248,2025-01-03,ST01,P028,2,402.15,0.1,723.87
SL0000249,2025-01-03,ST03,P028,3,402.15,0.0,1206.45
SL0000250,2025-01-03,ST04,P028,2,402.15,0.0,804.3
SL0000251,2025-01-03,ST05,P028,2,402.15,0.1,723.87
SL0000252,2025-01-03,ST01,P030,1,114.88,0.0,114.88
SL0000253,2025-01-03,ST03,P030,1,114.88,0.0,114.88
SL0000254,2025-01-03,ST04,P030,1,114.88,0.0,114.88
SL0000255,2025-01-03,ST01,P031,1,364.57,0.0,364.57
SL0000256,2025-01-03,ST05,P031,1,364.57,0.0,364.57
SL0000257,2025-01-03,ST04,P032,1,152.52,0.0,152.52
SL0000258,2025-01-03,ST05,P032,1,152.52,0.0,152.52
SL0000259,2025-01-03,ST02,P033,1,96.03,0.0,96.03
SL0000260,2025-01-03,ST03,P033,2,96.03,0.0,192.06
SL0000261,2025-01-03,ST04,P033,2,96.03,0.0,192.06
SL0000262,2025-01-03,ST02,P034,2,186.14,0.0,372.28
SL0000263,2025-01-03,ST03,P034,1,186.14,0.0,186.14
SL0000264,2025-01-03,ST05,P034,2,186.14,0.0,372.28
SL0000265,2025-01-03,ST03,P035,1,235.26,0.0,235.26
SL0000266,2025-01-03,ST04,P035,2,235.26,0.0,470.52
SL0000267,2025-01-03,ST05,P035,2,235.26,0.0,470.52
SL0000268,2025-01-03,ST01,P036,1,241.71,0.0,241.71
SL0000269,2025-01-03,ST01,P037,1,156.54,0.0,156.54
SL0000270,2025-01-03,ST02,P038,1,332.44,0.0,332.44
SL0000271,2025-01-03,ST04,P039,1,126.2,0.2,100.96
SL0000272,2025-01-03,ST05,P040,1,355.4,0.0,355.4
SL0000273,2025-01-04,ST05,P001,2,189.35,0.0,378.7
SL0000274,2025-01-04,ST01,P002,2,231.35,0.0,462.7
SL0000275,2025-01-04,ST03,P002,1,231.35,0.0,231.35
SL0000276,2025-01-04,ST05,P002,1,231.35,0.0,231.35
SL0000277,2025-01-04,ST01,P003,2,346.79,0.0,693.58
SL0000278,2025-01-04,ST01,P004,2,422.17,0.0,844.34
SL0000279,2025-01-04,ST02,P004,1,422.17,0.0,422.17
SL0000280,2025-01-04,ST04,P004,2,422.17,0.0,844.34
SL0000281,2025-01-04,ST05,P004,1,422.17,0.0,422.17
SL0000282,2025-01-04,ST01,P005,1,83.01,0.15,70.56
SL0000283,2025-01-04,ST02,P005,2,83.01,0.0,166.02
SL0000284,2025-01-04,ST03,P005,2,83.01,0.2,132.82
SL0000285,2025-01-04,ST04,P005,2,83.01,0.0,166.02
SL0000286,2025-01-04,ST02,P006,2,135.12,0.1,243.22
SL0000287,2025-01-04,ST04,P006,1,135.12,0.0,135.12
SL0000288,2025-01-04,ST05,P006,2,135.12,0.2,216.19
SL0000289,2025-01-04,ST02,P007,2,152.45,0.15,259.16
SL0000290,2025-01-04,ST03,P007,3,152.45,0.0,457.35
SL0000291,2025-01-04,ST04,P008,1,188.95,0.0,188.95
SL0000292,2025-01-04,ST02,P009,1,145.99,0.1,131.39
SL0000293,2025-01-04,ST05,P009,3,145.99,0.0,437.97
SL0000294,2025-01-04,ST02,P010,1,128.04,0.0,128.04
SL0000295,2025-01-04,ST03,P010,1,128.04,0.0,128.04
SL0000296,2025-01-04,ST05,P010,1,128.04,0.15,108.83
SL0000297,2025-01-04,ST01,P011,1,151.69,0.1,136.52
SL0000298,2025-01-04,ST02,P011,1,151.69,0.0,151.69
SL0000299,2025-01-04,ST04,P011,1,151.69,0.1,136.52
SL0000300,2025-01-04,ST05,P011,1,151.69,0.15,128.94
SL0000301,2025-01-04,ST01,P012,2,125.68,0.0,251.36
SL0000302,2025-01-04,ST02,P012,3,125.68,0.0,377.04
SL0000303,2025-01-04,ST03,P012,1,125.68,0.0,125.68
SL0000304,2025-01-04,ST04,P012,3,125.68,0.0,377.04
SL0000305,2025-01-04,ST02,P013,1,180.45,0.0,180.45
SL0000306,2025-01-04,ST03,P013,1,180.45,0.0,180.45
SL0000307,2025-01-04,ST04,P013,1,180.45,0.0,180.45
SL0000308,2025-01-04,ST05,P013,1,180.45,0.1,162.4
SL0000309,2025-01-04,ST01,P014,2,419.58,0.0,839.16
SL0000310,2025-01-04,ST02,P014,4,419.58,0.0,1678.32
SL0000311,2025-01-04,ST03,P014,2,419.58,0.0,839.16
SL0000312,2025-01-04,ST04,P014,1,419.58,0.0,419.58
SL0000313,2025-01-04,ST05,P014,3,419.58,0.0,1258.74
SL0000314,2025-01-04,ST01,P015,4,38.69,0.0,154.76
SL0000315,2025-01-04,ST02,P015,1,38.69,0.0,38.69
SL0000316,2025-01-04,ST04,P015,1,38.69,0.0,38.69
SL0000317,2025-01-04,ST01,P016,1,384.31,0.0,384.31
SL0000318,2025-01-04,ST04,P016,1,384.31,0.0,384.31
SL0000319,2025-01-04,ST05,P016,2,384.31,0.1,691.76
SL0000320,2025-01-04,ST01,P017,3,63.29,0.0,189.87
SL0000321,2025-01-04,ST02,P017,4,63.29,0.0,253.16
SL0000322,2025-01-04,ST03,P017,2,63.29,0.0,126.58
SL0000323,2025-01-04,ST04,P017,1,63.29,0.0,63.29
SL0000324,2025-01-04,ST05,P017,4,63.29,0.0,253.16
SL0000325,2025-01-04,ST01,P018,1,102.27,0.0,102.27
SL0000326,2025-01-04,ST02,P018,1,102.27,0.0,102.27
SL0000327,2025-01-04,ST04,P019,1,319.37,0.15,271.46
SL0000328,2025-01-04,ST01,P020,1,77.4,0.1,69.66
SL0000329,2025-01-04,ST02,P020,1,77.4,0.2,61.92
SL0000330,2025-01-04,ST05,P020,1,77.4,0.15,65.79
SL0000331,2025-01-04,ST02,P021,1,56.27,0.0,56.27
SL0000332,2025-01-04,ST03,P021,2,56.27,0.0,112.54
SL0000333,2025-01-04,ST04,P021,2,56.27,0.1,101.29
SL0000334,2025-01-04,ST01,P022,5,211.96,0.0,1059.8
SL0000335,2025-01-04,ST02,P022,1,211.96,0.0,211.96
SL0000336,2025-01-04,ST03,P022,6,211.96,0.1,1144.58
SL0000337,2025-01-04,ST04,P022,3,211.96,0.0,635.88
SL0000338,2025-01-04,ST01,P023,6,74.49,0.0,446.94
SL0000339,2025-01-04,ST05,P023,2,74.49,0.0,148.98
SL0000340,2025-01-04,ST01,P024,4,97.74,0.0,390.96
SL0000341,2025-01-04,ST02,P024,2,97.74,0.0,195.48
SL0000342,2025-01-04,ST04,P024,1,97.74,0.1,87.97
SL0000343,2025-01-04,ST05,P024,2,97.74,0.0,195.48
SL0000344,2025-01-04,ST01,P025,1,28.92,0.0,28.92
SL0000345,2025-01-04,ST03,P025,1,28.92,0.0,28.92
SL0000346,2025-01-04,ST05,P025,3,28.92,0.0,86.76
SL0000347,2025-01-04,ST03,P026,1,309.01,0.0,309.01
SL0000348,2025-01-04,ST04,P026,2,309.01,0.0,618.02
SL0000349,2025-01-04,ST01,P027,1,374.73,0.0,374.73
SL0000350,2025-01-04,ST03,P027,1,374.73,0.0,374.73
SL0000351,2025-01-04,ST05,P027,1,374.73,0.0,374.73
SL0000352,2025-01-04,ST01,P028,1,402.15,0.0,402.15
SL0000353,2025-01-04,ST03,P028,1,402.15,0.0,402.15
SL0000354,2025-01-04,ST04,P028,1,402.15,0.0,402.15
SL0000355,2025-01-04,ST05,P028,1,402.15,0.0,402.15
SL0000356,2025-01-04,ST01,P030,1,114.88,0.1,103.39
SL0000357,2025-01-04,ST02,P030,4,114.88,0.0,459.52
SL0000358,2025-01-04,ST03,P030,1,114.88,0.0,114.88
SL0000359,2025-01-04,ST02,P032,1,152.52,0.2,122.02
SL0000360,2025-01-04,ST01,P033,1,96.03,0.1,86.43
SL0000361,2025-01-04,ST01,P034,3,186.14,0.0,558.42
SL0000362,2025-01-04,ST02,P034,2,186.14,0.15,316.44
SL0000363,2025-01-04,ST04,P034,1,186.14,0.0,186.14
SL0000364,2025-01-04,ST05,P034,1,186.14,0.0,186.14
SL0000365,2025-01-04,ST01,P035,1,235.26,0.0,235.26
SL0000366,2025-01-04,ST02,P035,2,235.26,0.0,470.52
SL0000367,2025-01-04,ST03,P035,1,235.26,0.15,199.97
SL0000368,2025-01-04,ST04,P035,2,235.26,0.0,470.52
SL0000369,2025-01-04,ST05,P035,1,235.26,0.0,235.26
SL0000370,2025-01-04,ST01,P036,1,241.71,0.0,241.71
SL0000371,2025-01-04,ST05,P036,1,241.71,0.0,241.71
SL0000372,2025-01-04,ST02,P037,4,156.54,0.0,626.16
SL0000373,2025-01-04,ST03,P037,1,156.54,0.0,156.54
SL0000374,2025-01-04,ST01,P038,1,332.44,0.0,332.44
SL0000375,2025-01-04,ST02,P038,1,332.44,0.0,332.44
SL0000376,2025-01-04,ST02,P039,1,126.2,0.0,126.2
SL0000377,2025-01-04,ST05,P039,1,126.2,0.0,126.2
SL0000378,2025-01-04,ST01,P040,1,355.4,0.0,355.4
SL0000379,2025-01-04,ST02,P040,1,355.4,0.0,355.4
SL0000380,2025-01-04,ST05,P040,2,355.4,0.0,710.8
SL0000381,2025-01-05,ST01,P001,2,189.35,0.0,378.7
SL0000382,2025-01-05,ST02,P001,1,189.35,0.0,189.35
SL0000383,2025-01-05,ST01,P002,3,231.35,0.15,589.94
SL0000384,2025-01-05,ST02,P002,4,231.35,0.0,925.4
SL0000385,2025-01-05,ST03,P002,1,231.35,0.15,196.65
SL0000386,2025-01-05,ST04,P002,1,231.35,0.0,231.35
SL0000387,2025-01-05,ST05,P002,1,231.35,0.0,231.35
SL0000388,2025-01-05,ST03,P003,1,346.79,0.0,346.79
SL0000389,2025-01-05,ST05,P003,1,346.79,0.0,346.79
SL0000390,2025-01-05,ST02,P004,1,422.17,0.0,422.17
SL0000391,2025-01-05,ST03,P004,1,422.17,0.0,422.17
SL0000392,2025-01-05,ST04,P004,2,422.17,0.0,844.34
SL0000393,2025-01-05,ST05,P004,3,422.17,0.0,1266.51
SL0000394,2025-01-05,ST05,P005,2,83.01,0.0,166.02
SL0000395,2025-01-05,ST01,P006,1,135.12,0.0,135.12
SL0000396,2025-01-05,ST04,P006,3,135.12,0.2,324.29
SL0000397,2025-01-05,ST01,P007,5,152.45,0.0,762.25
SL0000398,2025-01-05,ST02,P007,1,152.45,0.0,152.45
SL0000399,2025-01-05,ST03,P007,3,152.45,0.1,411.61
SL0000400,2025-01-05,ST05,P007,2,152.45,0.0,304.9
SL0000401,2025-01-05,ST05,P008,1,188.95,0.2,151.16
SL0000402,2025-01-05,ST05,P009,1,145.99,0.0,145.99
SL0000403,2025-01-05,ST02,P010,1,128.04,0.0,128.04
SL0000404,2025-01-05,ST01,P011,1,151.69,0.0,151.69
SL0000405,2025-01-05,ST02,P011,2,151.69,0.0,303.38
SL0000406,2025-01-05,ST03,P011,1,151.69,0.0,151.69
SL0000407,2025-01-05,ST05,P011,1,151.69,0.0,151.69
SL0000408,2025-01-05,ST01,P012,2,125.68,0.0,251.36
